Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
120.0,ask (v.),*ga-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gaʤi-,,,,,,,,,,,,,,,,,,,ga-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*panŋu:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foni,,fönʤi-,,,,,hanŋukta,haŋuːkta,hanňukta-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*bai-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baiši,bai-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*tiaru- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiaru-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*oyeːt-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*pe:r-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,heːr-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*pasa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asu:-,asu:-,,asu:-,suragla-,хасо:,,asxa,asa,erseghe,sga,"asɯʁ-, asʁɯ",asuq-,hasa-,asa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*so:ra-,sora-,,sura-,,sura,,hora,,sora,,,sora,,,sŭra,sur,,sura,,sur,sora,,,sura,sora,,sor,sora,,sora,sọra,,,,sur- bor,sura- bor,,,sura- bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*tile-,,,,tile,,dilä,,,,,,,tile,,,,,,tile,,tile,,tele,,,tĭle,,,dile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*görla-,,,,,,,,,,kördö:,,,,,,,,,,,,,,,,,,,,,,kördös,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*izte-,,,,,,istä,,,iste,,iste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*ạyït-,,,,,,,,ïyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*öt-,,,öt-ör-,,,,,,,,,,,,,,,,,,,,,,ötün-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,ask (v.),*kol-,,col-,,kol,,,,,,,,,,kol,,,,,,,,,"ḳol, ḳul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*cel-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cel-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*tɨ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ttu-,ttu-,ttu-,ttu-,ttu-,,,,,,ttu-,ttu-,,ttu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*Cʌca-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cca-,,cca-,cca-,cca-,,,ccanta,,cco-,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*inŋi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iggu-,,,,,,,,,,inŋe-,,,,,,,ińŋi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*bagba-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bagba-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*gorpin-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gorpen-,gorfịna-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*sarpu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sarfola-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*murü-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,muri-,muru-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*jodo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤodo-,ʤodu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*neke-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*ilča-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ilča-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*adüliŋ- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adyliŋ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*neke-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nexe-,nexe-,neke-,neke-,,"nə:ɣ-
",neke,,nokiə,nike,nəkə,,nɛkʌ-,neke-,,,,,,,,,,,,,,nəhə-,,,,,,,nəkə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*sok-,soḳ-,,,,soḳ,,huḳ,,,,,,soḳ,soχ,,soḳ,,soḳ,soḳ,,soḳ,,soḳ,,suḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*toku-,,,,toḳï,,toχu,? tuḳï,,toḳu,,doku,toḳï,,"tuχu, toχu",toḳu,,toḳu,toḳu,,,toḳï,,,,tuḳu,,doku,doḳa,,toḳu,tọḳi,,,,,,,,,ʥigə,,,,dʐɯgi,,,toqu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*or-,,,,,,hör- ,ür- ,,,,yör- ,ör- ,,ör- ,ör- ,,,ör- ,,,ör- ,,,,,,ör- ,ö:r- ,,ö(r)- ,ọr- ,ör,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or-,or-,Ɂururi,Ɂujuɴ,ujuɴ,Ɂuɴ,Ɂujuɴ,uï,uruɴ,uruɴ,úrun,oʔ,oru,oru,oru,oru,,,,,,,,,,,
121.0,weave (v.),*türt-,,,,,,,,tɘ(ʷ)rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,weave (v.),*ar-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arɣï,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*nanti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɴtï,naɴtɨ,noɴti,neeτi,,,,naa-ti,,,,,,,,,,,,,,,,,
122.0,at,*ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ni,ni,,,,,,n,,,ni,,,,,,,,,,,,,,,,
122.0,at,*n kari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɴgari,,,,,,,,,,,,,,,,,,
122.0,at,*uti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uti,,,,,,,,,,,,,,,,,,,,
122.0,at,*a kɨi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,ey,"akuy, yekuy  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*-do  ~ -du ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"du, tu",,,,,,du,du,"dʉ, tʉ","du,tu","du, tu","du, tu",du,du,du,do ~ du,do,do ~ du,do ~ du,do ~ du,,,,du ~ du ~ tu ~ tu,dụlaː / duləː,doː ~ duː,du ~ tu,-duː,-duː,-du,duː ~ tuː,dụ ~ du,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*derged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,derged,derged,,,dergedü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*-da ~ -de ,-TA,-DA,"-tA, -dA",TA,"dA, tA",dA,"dA, tA, δA, lA","rA, dA, tA",,,"dA, tA",,dA,"dA, tA",,,,"dA, tA",dA,"tA, dA","dA, tA","tA, dA","tA, dA","tA, dA",,"dA, tA","tA, dA",dA,"dA, tA","dA, tA",,,dA ~ -tA  ,dA ~ -tA,dA ~ -tA,-ta,,-d,-də,-də,,,,"da, ta",,da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*-Ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɣa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*iči,,,,,,,,,,ihiger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,at,*-ča,,,,,,,,,,,,,,,,,ča,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*tunǝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsuno,,,,,,,,,,,
123.0,edge (n.),*puti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buci,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),"*pan-si, *pan-ti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hasi,pasi,,Ɂaɴzja,pasi,pasii,haɴta,pata,paɴta ~ haɴta,paɴta ,haci,haɕ,haːɕi,haɕi,haɕi,,,,,,,,,,,,
123.0,edge (n.),*kʌs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ka,,,,,,,kasayng,kasayngi,kasangcali/kasayngi,kasay,kasayngi,kasayngi,kasangcali,,"koz, kos, ko",,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*yep-ïk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yephali,yephali,yephali,yephali,yephali,,,,,,,,,moswuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*papi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*mosu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moswuli,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*japka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤabkarə,,,,,,,,,,,,,,ʤapka,ďapka,ďapka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*jerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤərịn,,,ʤəri(n),,ʤərin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*daran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*xoja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uʤan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*jeyen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤejen,ʤəji,,,,,,ʤəjọːn ~ ʤəjəːn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*oldon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oldon,oldón,oldoːn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*kečin ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kəčin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*(p)irmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irmeg,ermeg,irmək,irmeg,irmeg,,ermeg,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*kayaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kizhə:r,kiʒa:r,ki:ʤar,,nʥam,Gedʐa,,gɘdʑa:r,kasu,,"kija’ar, kiji’ar",qija:r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*cipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chebie,чiре:,ʤile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*čet ,"cit, čĕt",sete,,,,,sit,,čet,,,šet,,,šet,,,čet,,,šet,,,,čit,,,čet,,čät,čet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*kira,,,,,ḳïrï,ġïraġ,ḳïr,χɘrɘ,,kïrï:,,,,kïrïy,,"χïri, χïrïɣ",,,ḳïrïy,ḳïr,,ḳïrɣï,,"ḳïr, ḳïrïy",ḳïrïy,,,,,"ḳir, ḳirɣak",ḳirɣɔḳ,x́ar,,,kirǝ,,,,,,,ćirē ,ćirē ,,,,,,kia,kä,kera,kera-nị,kịra ~ kara,kira,kera-,,,,"kirag, kiran",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*kïd,,,"ḳïy, ḳuy",ḳïdïɣ,,,,,,,,,ḳïyïr,,,,,,,,,,ḳïzïɣ,,,ḳïdïɣ,,,ḳïdïɣ,,,kïtï:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*ka:ĺ,,,,,,,,,,,,,,,,,,,,,,ḳaš,,ḳaš,,,,,,ḳašyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*jaka,yaɣa,,,,,,,,,,,,,yaɣa,,,,,yaγa,,,,,,,,,,,yaḳa,,,ʒax,zaxa,zax,zaxa,ʒa-,ʤaɣ,dʒaGa,dʐə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*kenar bor,,,,,,känar bor,,,kenar bor,,kenar bor,,,,,,,,,,,,,,,,kenar bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,edge (n.),*dowr bor,,,,,,,,,,,,,,,,,dowr bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*ankǝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ago,,,,,,,,,,,ago,aːgi,ago,agotoː,agu,,,,,,,,,,,
124.0,chin (n.),*otǝ-n-kapi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otogapi,Ɂoθogï,Ɂutugëë,utugai,huτugee,Ɂutugee,utugaï,uttai,utugai,khâgudi,,,,,,,,,,,,,,,,
124.0,chin (n.),"* tek, tʌk-ʌk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thek,thekswukali,thekswukali,thekswukali,thekswukali,thekswukali,thekali,thekcwukali,thekcwukali,thaykccokali,thekcwukali,thekcwukali,thekcwukali,theksccokali,thekswukali,"tek,  thok, thek, thoyk ",,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*sečke ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,səčkə,,,səshə,səshə,səshə,,səsəhə,,sənčəhə,səčk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*gekan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gäːkaː(n),,,,,geːga(n),,,,,,,,,,,,geːhaːn ~ geːkaːn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*jegi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤei ~ ʤij,,,,,,,,,,ʤəgi,ʣəgi,ʤəg ~ ʤəw,,ďəg,dеg,,ʤəg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*kepe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kewe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*eri ,,,,,,,,,,,,,,,,,,,,,,,,,,erin bor,,,,,,,erü:(n),ürgen,örgn,örgen,,eru:,orʉin ,,,,jeru:,,,eri’un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*kaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,хаба,,,jabagu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*manki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*e:ŋek ,inäk,ingac,eek  ,eŋek,eek,,eyäk,,,,,iyek,,,ĭyek,eek,,eek,,e:gɘ  ,iyek,eniχ,,e:k,iyäk,,,eŋek,,"eŋäk, iŋäk",iyak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*čeŋe,,,,,,čänä,,,,häŋiyä,čenä,,,,,,,,,,,,,,,,čene,,,,,seŋiye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*segel   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,segel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,chin (n.),*yanaḳ bor,,,,,,,,yanaχ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*sonpa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asob-,aswob-,Ɂasïburi,Ɂasɨbjuɴ,asibjuɴ,hasiibiɴ,Ɂasibuɴ,asïbïï,asabuɴ,asabuɴ,ánbun,asuʔ,asubu,asubu,asubu,asubu,,,,,,,,,,,
125.0,play (v.),*nol-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nol-,nwol-,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),"*kupi:-,xupi:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,əwi-,,hupi- ~ kupi-,,kufi- ~ kufi-lə- ~ kufi-ndə-,hupi-,hupu-,əfi-,əfi-,ivi-,ewi- ~ eju-,ugiː-,ugiː-,əwiː-,əwiː-,əwiː-,èvi- ,əwiː-,əwi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*ukači-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ukači-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
