Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
50.0,what?,*ne-,nemä,ne,ne,ne,neme,nä,ni,mɘn,ne,,ne,ne,ne,ne,ne,nime,nä:sä,emne,ne,nöme,ne,nä,ni,no:,ni,čü,ne,näme,čü:,nimä,nima,tuoχ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nani,na,nuu,nuu,nuu,nuu,nuu,noo,noo,nuu,nûu,nai,nan,nan,nan,ani,,,,,,,,,,,
51.0,child (n.),*aka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aki,,,,,,,,,,,,,,,aki ~ ahoy,,,,,,,,,,,âgami,,,,,,,,,,,,,,,,
51.0,child (n.),*eli-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elini,elinay,elinay,elinay,elinay,elinay,,,,ella,ella,elinay,ennay,elinay,ella,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*kana-ki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kkannai,kkannani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*puyu-kte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hitə,hitə,sitə,piktə,futə,fiktə,puttə,piqtə,,,,hut,,hutə,hutə,huto,hutə,,hutə,utə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hutə,hʉtə,,
51.0,child (n.),*jui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤui,ʤui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*kuŋa-kan  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kuňakan,,,,,,,,,,,,,,,,,,,kodomo,kwo,kwa,Kwaa,kwaa,κwaa,kkwa,ffa,ɸaa,ffa,,kodon,ko,"kodomu, ko",kodomo,ko,,,,,,,,,,,
51.0,child (n.),*keü-ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xü:xed,xü:gen,kökəd,,"kü:gen, kö:gen",keuk,,,kəwosɯ,,,,köʉn,ko’u(n),kü:ken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*puri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ürn/ürdüd,üren,"uri, örö",,,,,,,,,,,,,,,,,,,,,,,uril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*biči-kan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bičkn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*aji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iaʥi bor,,,,,,,,,,,,,,,,,,aʤi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*mula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,məla,,,mulani,bulaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mwullaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*jajə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʒaʒə,,,,ʤinʤiʁa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*ba:la,pala,,"bala, pala",,bala,,bala,,bala,,,bala,bala,bala,bala,pala,bala,bala,bala,,bala,"pala, bala",m(u)la,pala,bala,,,,,bala,bɔla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warawa,warapa,warabï,warëë,warabi ,warabï,warabi,yarabi, yarabi   ,yarabi,myaarabi,,,,,,,,,,,,,,,,
51.0,child (n.),*ya:ĺ,,,,,,,,,,,,,,,,,,,yaš,,,,,,,,,,čaš uruɣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*uĺak,,,,,,ušaġ,,,,,ušak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*kenč,,,,,,,,,,,,,,,,,,,,kæč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*eče  ,,,,,,,,ača,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*urug,,,,,,,,,,,,,,,,,,,,,,,,,,uruɣ,,,čaš uruɣ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*ča:ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,čaɣa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*čo:čuk,,,,,,,,,,,,,,,,,,,,,,,,,,,čoǰuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,child (n.),*oglan,,ogul,,oglan,,,,,,,,,,ulan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*tama-n-ku(C)a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tamago,,,,,,,,,,,tamago,tamago,tamago,tamago,tamago,,,,,,,,,,,
52.0,egg (n.),*kapi-n-ku(C)a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kapigo,,,,,,,,,khâiŋu,,,,,,,,,,,,,,,,
52.0,egg (n.),*kənka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xoga,kuuga,huga,hugaa,kuuga,kuuga,kuga,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*kuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kooma,,,,,,,,,,,,,,,,,
52.0,egg (n.),*(tʌlk) sayki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teksayki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*(tʌlk) al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,talkyal,talkyal,talkyal,talkyal,talkyal,talkyal,,,talkyal,talkyal,talkyal,,,talkyal,talkyal,al,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*xemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hemi,,,,hemi,hemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*umu:-kta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,omo-ktə,ụmụ-kta,umukta,omo-kta,omo-kta,omo-qta,,omo-qta,,umgan ~ umhan ~ umga,umhan,umta,ụmatt,umukta,,,,umukta,omokta ~ omukta,ụmụkta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umukta,umukta,,
52.0,egg (n.),*ŋoyokko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ŋojokko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*ömdege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,öndög(en),ündegen,öndgn,öndegen,undugun ,əndugu,,emdəge,əndəɣəi,andige,ndəge,"ndeɣe, əndeɣe,, andeɣe",ʉndaɣo:n,ondegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*bala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*yumurtka,yOmïrtḳa,jumurtka,"ńurtḳa, ńïmïrtḳa",yumur(t)ɣa,d'ïmïrtχa,yumurta,yomortḳa,śəʷmarda,yïmïrta,hïmï:t,yïmïrta,,,yumurtχa etc.,žŭmïrtḳa,nïmïrχa,yumurḳa,ǰumurtḳa,yïmïrtḳa,čumurtḳa,jumïrtḳa,"yomurta, yumotor etc.",,nïbïrtḳa,yomïrḳa,n'umurha,yumurta,yumurtġa,čuurɣa,,,sïmï:t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*uyba,,,,,,,,,,,,,,,,,,,,,,,"oya, uya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*ma:ya bor,,,,,,,,,,,,mäyek bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*k:ak:a bor,,,,,,,,,,,,,gaḳḳï bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*čïdan bor,,,,,,,,,,,,,,,,,,,,,,,čïdan bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,egg (n.),*tuχum bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuχum bor,tuχum bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,give (v.),*anka-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,age-,age-,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,give (v.),*yar-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jaru,,,,,,,,,,,,
53.0,give (v.),*kura-(C)i-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kurïrurï,Kwɨɨjuɴ,kurjuɴ,κiiruɴ,kwijuɴ,ffiï,hii(ru)ɴ,ffiruɴ,,kuruɁ,kururu,kururu,,keru,,,,,,,,,,,
53.0,give (v.),*cu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,cwu-,co-,cwuso-,,,,,,,,,,,thùran,,,,,,,,,,,,,,,,
53.0,give (v.),*bu:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bu-,buː-,bu-,buː-,buː-,buː-,bọː-,buː-,bu,bu-,bu-,boː-,buː-,buː-,buː-,bu-,buː-,bu:-,buː-,buː-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buː-,bʉː-,buː-,buː-
53.0,give (v.),*ög-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ög-,üge-,ög-,ög-,"ügü, ük-",uke-,og-,ɵx-,ogi,hu,ghua,"uɣ, u",ögʉ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,give (v.),*be:r-,"ber-, bär-",ber-,"per-, ber-",ber,ber,ver,bir,par,ber,bier,ver,ber,ber,"ber, (k) ver",ber,pir,vier,ber,ber,pär,ber,"per, ver, ber",per,per,bir,ber,ver,ber,ber,bär,ber,bier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*ara-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atarasi-i,,,,,,,,,,,,,ataraɕi̥ka,ataraɕi̥ka,ataraɕi̥kja,,,,,,,,,,,
54.0,new,*mi(C)i-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,miisari,miihaɴ,miisaɴ,miiseɴ,miisaɴ,miïkam,mïïsaaɴ,miisaɴ,,,,,,,,,,,,,,,,,
54.0,new,*say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,say,say,say,say,say,say,sayke,ssay,say,say,say,say,say,say,say,say ,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*xir-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irkikin,ikkəi,,sikuːn,itkəkin,siku(n),sitəu,sičəu(n),ičə,ičə,ičə,,ikkiŋ,irkəkkin,,,,,ihihiːn ~ iːhin ~ ihəhiːn ~ iskəkiːn ~ itkəkiːn,irkəkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*ime-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iməhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*nebi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neːji,,,,,,,,,,,,,,,,,,,,,,,,,,nipi,,,,,,,,,,nike,niːka,,,,,,,,,,,,,,
54.0,new,*anŋamta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anŋamta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*o:-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umukta,umukta,umukta,omakta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oː-makta,oːmakta,,
54.0,new,*sine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šine,šene,šinə,šine, s'inu ,śinken,ʃənə,ɕinə,ʂɯni,shini,ɕinə,ʃini,,šini,šine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*nau bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nau bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*yangi,yaŋa,"iangi, jangi","ńaŋï, ya:",yaŋï,d'aŋï,yeni,yaŋï,śɘnɘ,yaŋï,haŋa,yeni,žaŋa,ǰaŋï,yanɣï,žaŋa,naa,yäŋgi,ǰaŋï,yaŋï,n'aa,yaŋï,yaŋï,"yaŋï, yaŋa",na:,yaŋa,n'aa,yeni,,,yeŋi,,saŋa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,new,*täze bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,täze bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*moya-(C)i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meeruri,mëëjuɴ,muijuɴ,muiruɴ,meejuɴ,muiï,mui(ru)ɴ,mu(ir)uɴ,múirun,,,,,,,,,,,,,,,,
55.0,burn (v.),*khapwuleccye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khapwuleccye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*kkosillu- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kkosilluta,kkosilluta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*ila-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ila-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*deg-je-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤigdə-,ʤəgdə-,ʤəgdə-,ʤəgdə-,ʤəgdə-,ʣəgdə-,dəgdə-,ʤəgdə-,dədi,dəiʤi- / dəkʤi-,,,ʤəhdiː-,ʣəgdə-,ʤəgdə-,,,,ʤəgdə-,ʤəgdə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʤəgdə-,ʤəɣdə-,,
55.0,burn (v.),*čarə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,čarə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*dur-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dur-,luggi-,,,lurgiː,lurgi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*sita-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,šata-,šata-,šata-,šata-,šitā-,xita,ʃəda,ʂdara,ʂtra-,xida,ʂdaa,"daʁa, dəʁa, dəra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*(p)as-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,as-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*čira-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,çira,,,ʤu:rɛ,,dur-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),"*da-k-,*da-n-",yan-,,,,,yan,yan,śun,yan,,yan,žan,,yan,žan,,,? ǰan,yan,,yan,,,,yan,,yan,yan,,yan,yɔn,,,,,,,,,,,,,,,,,,,,,,,,,,da-,,,,,,,,,,,thaywu-,thaywu-,thaywu-,thaywu-,thaywu-,thaywu-,,,,thaywu-,thaywu-,thaywu-,thaywu-,thaywu-,thaywu-,tho-,yake-,yake-,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*köni-,,cüy-,küy-,"kün, küy",küy,,,,,,,,küy,"küv, kiv, tiv",,köy,kien,küy,,koy,,köy,küy,köy,,,,,, köy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*uma- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*küde:riy-,,,,,,,,,,güde:riy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,burn (v.),*ḳap-,,,,,,,,,,,,,,,,,,,,,,,,,,ḳïˁp,,,ḳïp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,not,*an-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(a)kua,,qu,,,,,,,,,,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani-,ani,(a)-na-i,(a)zu,aɴ,aɴ,aɴnu,aɴ,aɴ,(a)n,anu,anu,-anu-n,n- ,n- ,n- ,n-,nnaka-,,,,,,,,,,,
56.0,not,*ügei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,güy,-güy,"uga, go",uga:,uwey,uwei,,,,,,"uʁua, uʁi",ügεi,ugai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,not,*üle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ül,,ula,lə,elə,uliə,li,li:,ne,,,üle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,not,*e-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,es,,esə,ɛsɛ,sɛ,sɛ,se,,,ese,rsə-,ə- / -əsi ~ -asi,ə(i)-,a- ~ ə-  ,ə-si- ~ -ra:sị-,asị ~ əsi,ə-,ase ~ əsi  ,,,,e-,ə-,ə-,ə-,ə-,ə-,è-,ə-,ə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ə-,ə-,ə-,ə-
56.0,not,*mA-,-mA,-mA-,-bV-,mA,"mA, bA",mA,mA,mA,mA,bA,mA,"mA, bA, pA",mA,mA,mA,"bV(C), pV(C), mV(C)",mA,bA,mA,BA,"mA, bA, pA",mV,"emes / emestro / emeser (Fut. I, III), mA, pA (Fut II, Past I, II), mEn, pEn","pA, bA, mA",mA,"bA, vA, pA",mA,mA,"mA, eves",mA,ma,"mA, bA (Pret., Pres.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,good,*yə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, yo-i,yo-si,iccjari,jutaahaɴ ,jutasjaɴ,juτaaseɴ,jutasjaɴ,ii-,,,,joka,joka,joka,joka,jokkja,,,,,,,,,,,
57.0,good,*mi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,misjaaɴ,misaɴ,nsan,,,,,,,,,,,,,,,,
57.0,good,*coh-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,coh-,tywoh-,,,,,,,,,,,,,,,,,,,,,,,,,,,
